state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
LA;114;area_code_415;no;no;0;169,2;96;28,8;149,9;83;12,7;196,9;119;8,9;4,6;4;1,2;2;no
IL;68;area_code_415;yes;yes;29;195,5;113;33,2;171,6;96;14,6;204,0;85;9,2;13,5;9;3,7;1;yes
AL;149;area_code_415;no;yes;20;264,4;102;45,0;219,6;123;18,7;200,4;89;9,0;11,3;3;3,1;2;no
PA;176;area_code_415;no;no;0;169,5;151;28,8;112,9;84;9,6;56,6;99;2,6;8,7;4;2,4;0;no
TX;152;area_code_415;no;no;0;141,5;102;24,1;263,0;94;22,4;207,1;113;9,3;3,4;4;0,9;2;no
VA;118;area_code_408;no;no;0;154,8;71;26,3;244,0;73;20,7;159,6;81;7,2;12,8;4;3,5;0;no
MT;102;area_code_408;no;no;0;273,2;85;46,4;211,1;82;17,9;203,7;129;9,2;13,1;7;3,5;2;yes
ND;118;area_code_408;no;no;0;224,6;94;38,2;225,9;120;19,2;269,0;105;12,1;12,5;8;3,4;2;no
FL;105;area_code_415;no;no;0;273,8;97;46,6;289,7;106;24,6;269,1;126;12,1;5,8;3;1,6;2;yes
KY;71;area_code_415;no;no;0;104,0;92;17,7;197,0;125;16,8;110,1;123;5,0;14,6;8;3,9;0;no
MD;71;area_code_415;no;yes;31;115,4;90;19,6;217,4;78;18,5;239,9;102;10,8;13,1;4;3,5;1;no
IN;68;area_code_415;no;no;0;222,1;107;37,8;199,4;102;17,0;162,4;107;7,3;9,4;3;2,5;2;no
MA;66;area_code_415;no;no;0;116,4;98;19,8;95,6;74;8,1;181,5;94;8,2;10,5;3;2,8;3;no
ND;101;area_code_415;no;no;0;217,7;118;37,0;231,7;128;19,7;185,3;128;8,3;0,0;0;0,0;3;no
VT;116;area_code_415;no;no;0;129,4;84;22,0;157,3;89;13,4;215,5;77;9,7;13,3;3;3,6;0;no
CT;54;area_code_415;no;yes;33;161,8;73;27,5;273,0;58;23,2;153,9;76;6,9;13,7;4;3,7;0;no
VA;112;area_code_408;no;yes;29;198,8;122;33,8;238,6;114;20,3;289,5;69;13,0;11,5;5;3,1;1;no
MS;122;area_code_408;no;yes;45;147,8;85;25,1;147,4;93;12,5;203,5;110;9,2;14,0;5;3,8;1;no
AK;74;area_code_415;no;no;0;262,3;114;44,6;198,9;96;16,9;165,9;90;7,5;6,6;5;1,8;3;no
WY;90;area_code_415;no;no;0;246,4;83;41,9;160,3;88;13,6;170,9;99;7,7;7,6;7;2,1;1;no
NC;85;area_code_510;no;no;0;183,4;111;31,2;168,8;98;14,4;199,7;97;9,0;9,9;4;2,7;4;no
IL;100;area_code_415;no;no;0;191,9;95;32,6;200,9;101;17,1;271,9;74;12,2;18,2;3;4,9;1;no
OH;114;area_code_415;no;no;0;187,8;109;31,9;154,6;97;13,1;213,9;102;9,6;10,1;3;2,7;2;no
RI;83;area_code_510;no;no;0;259,7;106;44,2;152,7;116;13,0;224,7;92;10,1;10,2;2;2,8;0;no
WY;157;area_code_415;yes;no;0;180,4;123;30,7;194,0;98;16,5;227,3;88;10,2;8,4;5;2,3;0;no
OR;51;area_code_510;no;no;0;51,8;107;8,8;230,2;104;19,6;227,5;118;10,2;10,4;4;2,8;2;no
NV;42;area_code_415;no;no;0;303,9;106;51,7;232,2;54;19,7;147,1;76;6,6;5,8;3;1,6;1;yes
OR;112;area_code_510;no;no;0;206,2;122;35,1;164,5;94;14,0;140,3;101;6,3;12,6;7;3,4;3;no
ND;56;area_code_510;no;no;0;164,3;92;27,9;233,7;107;19,9;187,3;104;8,4;11,8;1;3,2;2;no
NJ;53;area_code_408;no;no;0;228,6;117;38,9;132,8;123;11,3;227,2;124;10,2;10,1;2;2,7;9;yes
WV;64;area_code_415;no;yes;22;200,4;80;34,1;131,1;84;11,1;230,7;67;10,4;7,6;5;2,1;1;no
VA;123;area_code_408;no;no;0;154,3;107;26,2;183,0;111;15,6;54,0;134;2,4;10,9;8;2,9;0;no
ID;68;area_code_510;no;yes;30;122,9;93;20,9;233,5;91;19,9;199,5;144;9,0;9,6;2;2,6;2;no
CT;40;area_code_510;yes;no;0;220,8;100;37,5;265,7;106;22,6;212,8;94;9,6;6,4;3;1,7;0;no
NM;132;area_code_408;no;no;0;214,6;78;36,5;251,7;98;21,4;240,8;88;10,8;13,9;2;3,8;0;no
CT;120;area_code_408;yes;no;0;202,0;123;34,3;184,3;78;15,7;176,0;89;7,9;7,4;2;2,0;2;yes
MI;108;area_code_408;no;yes;32;209,5;108;35,6;109,6;64;9,3;189,7;145;8,5;9,1;6;2,5;6;yes
NY;122;area_code_510;no;no;0;145,6;102;24,8;284,7;111;24,2;228,2;91;10,3;12,2;5;3,3;0;no
MT;130;area_code_408;no;yes;19;152,9;87;26,0;213,2;99;18,1;205,3;114;9,2;10,8;6;2,9;2;no
NE;139;area_code_415;no;yes;25;138,3;96;23,5;80,6;79;6,9;163,7;83;7,4;8,3;8;2,2;0;no
IN;57;area_code_415;no;no;0;189,3;157;32,2;174,9;70;14,9;221,9;117;10,0;11,2;5;3,0;3;no
CO;128;area_code_510;no;no;0;199,3;86;33,9;194,8;102;16,6;298,2;82;13,4;14,3;2;3,9;4;no
WY;127;area_code_510;yes;no;0;247,5;99;42,1;108,5;118;9,2;232,0;72;10,4;10,6;3;2,9;2;no
OK;177;area_code_408;no;no;0;175,4;99;29,8;155,3;83;13,2;179,4;86;8,1;11,5;3;3,1;1;no
SD;121;area_code_415;no;no;0;179,4;70;30,5;143,0;93;12,2;116,3;113;5,2;11,2;5;3,0;1;no
SC;99;area_code_510;yes;yes;39;126,8;94;21,6;293,6;115;25,0;174,1;91;7,8;8,4;4;2,3;0;no
NY;126;area_code_415;yes;no;0;239,7;87;40,8;281,7;92;23,9;183,5;113;8,3;11,4;1;3,1;1;yes
NY;77;area_code_415;no;yes;33;143,0;101;24,3;212,2;102;18,0;104,9;120;4,7;15,3;4;4,1;5;yes
WV;21;area_code_415;no;no;0;91,9;109;15,6;198,4;111;16,9;171,7;125;7,7;13,0;7;3,5;2;no
WA;56;area_code_408;no;no;0;210,4;80;35,8;176,6;96;15,0;149,7;56;6,7;15,5;4;4,2;1;no
ID;92;area_code_415;no;yes;29;201,3;130;34,2;203,7;115;17,3;129,9;113;5,9;6,4;6;1,7;1;yes
MN;81;area_code_510;no;no;0;145,6;59;24,8;287,9;131;24,5;181,7;121;8,2;9,2;4;2,5;2;no
TX;139;area_code_510;yes;yes;31;203,5;82;34,6;200,3;72;17,0;214,0;112;9,6;13,4;6;3,6;1;yes
AZ;68;area_code_415;no;no;0;232,4;76;39,5;153,3;103;13,0;214,6;107;9,7;10,5;2;2,8;1;no
DE;183;area_code_415;no;yes;8;86,5;119;14,7;285,2;97;24,2;180,4;133;8,1;8,7;2;2,4;2;no
CO;90;area_code_408;no;no;0;109,9;102;18,7;220,8;114;18,8;104,0;133;4,7;10,9;6;2,9;0;no
WI;165;area_code_408;no;no;0;156,0;88;26,5;276,1;81;23,5;175,9;94;7,9;9,3;5;2,5;1;no
WI;89;area_code_415;no;no;0;326,3;112;55,5;165,1;110;14,0;162,9;97;7,3;7,5;1;2,0;1;yes
NJ;59;area_code_510;no;no;0;195,0;58;33,2;198,5;88;16,9;304,3;110;13,7;14,8;9;4,0;0;no
IL;16;area_code_415;yes;no;0;110,0;91;18,7;147,3;75;12,5;190,5;73;8,6;6,4;7;1,7;0;no
DC;114;area_code_415;no;no;0;147,1;119;25,0;161,0;111;13,7;275,9;106;12,4;9,0;3;2,4;5;yes
IA;113;area_code_510;no;no;0;156,0;141;26,5;256,8;72;21,8;175,3;123;7,9;11,9;5;3,2;2;no
GA;120;area_code_408;no;no;0;98,2;99;16,7;186,7;85;15,9;146,7;96;6,6;9,3;4;2,5;2;no
AK;115;area_code_415;no;no;0;210,6;120;35,8;153,1;84;13,0;262,2;79;11,8;11,0;5;3,0;0;no
CO;132;area_code_415;no;no;0;197,8;66;33,6;133,9;119;11,4;177,3;94;8,0;10,9;3;2,9;4;yes
SC;1;area_code_408;no;no;0;123,8;113;21,1;236,2;77;20,1;73,2;81;3,3;3,7;2;1,0;0;no
MT;97;area_code_415;no;yes;15;117,6;97;20,0;196,3;126;16,7;157,4;113;7,1;6,4;3;1,7;1;no
KY;55;area_code_415;no;yes;28;105,3;82;17,9;197,4;109;16,8;187,5;91;8,4;8,6;6;2,3;2;no
WV;75;area_code_415;no;no;0;111,7;121;19,0;237,3;119;20,2;253,5;110;11,4;13,1;6;3,5;1;no
ID;83;area_code_415;no;no;0;159,3;104;27,1;202,3;98;17,2;229,0;73;10,3;9,5;3;2,6;2;no
MN;40;area_code_510;no;no;0;81,7;123;13,9;210,2;108;17,9;212,0;64;9,5;11,3;3;3,1;6;yes
MA;101;area_code_415;no;yes;21;238,0;88;40,5;209,6;84;17,8;233,0;95;10,5;10,0;5;2,7;2;no
MD;120;area_code_415;no;yes;40;128,1;99;21,8;247,7;78;21,1;199,7;121;9,0;15,6;3;4,2;0;no
SD;183;area_code_415;no;yes;31;171,2;104;29,1;193,6;74;16,5;196,5;85;8,8;10,2;4;2,8;1;no
PA;75;area_code_510;no;no;0;109,0;88;18,5;259,3;120;22,0;182,1;119;8,2;13,3;3;3,6;4;yes
KY;80;area_code_415;no;no;0;220,0;114;37,4;207,7;76;17,7;168,4;137;7,6;12,1;3;3,3;2;no
ID;88;area_code_415;no;no;0;55,6;65;9,5;242,7;121;20,6;176,3;134;7,9;11,3;4;3,1;0;no
NM;63;area_code_510;no;no;0;207,6;96;35,3;229,0;112;19,5;162,6;131;7,3;13,3;2;3,6;1;no
CA;105;area_code_415;no;yes;31;109,6;108;18,6;249,3;119;21,2;321,2;101;14,5;8,3;4;2,2;4;yes
ID;92;area_code_415;no;no;0;197,2;113;33,5;242,3;116;20,6;192,0;76;8,6;11,0;5;3,0;2;no
WY;177;area_code_415;no;no;0;175,7;120;29,9;168,6;90;14,3;198,9;110;9,0;14,6;4;3,9;1;no
NM;118;area_code_510;no;no;0;205,2;115;34,9;184,8;137;15,7;176,1;115;7,9;7,0;6;1,9;0;no
HI;111;area_code_408;no;yes;13;193,1;104;32,8;111,6;98;9,5;227,4;94;10,2;12,1;4;3,3;1;no
ID;82;area_code_510;no;yes;34;232,6;121;39,5;153,2;115;13,0;286,7;77;12,9;4,7;3;1,3;3;no
NC;74;area_code_415;no;no;0;102,7;89;17,5;149,3;100;12,7;188,1;114;8,5;11,0;5;3,0;0;no
TX;121;area_code_415;no;yes;31;263,1;70;44,7;279,3;118;23,7;127,1;143;5,7;9,7;4;2,6;5;no
GA;131;area_code_408;no;no;0;197,0;79;33,5;201,0;114;17,1;151,2;111;6,8;11,6;5;3,1;1;no
AL;125;area_code_408;no;no;0;169,3;90;28,8;156,0;138;13,3;210,8;106;9,5;11,6;6;3,1;2;no
ME;19;area_code_415;no;no;0;201,5;123;34,3;129,2;110;11,0;220,6;98;9,9;12,9;4;3,5;1;no
VA;138;area_code_415;no;no;0;251,0;119;42,7;91,2;96;7,8;142,2;87;6,4;13,8;3;3,7;3;no
ID;119;area_code_415;no;no;0;230,4;117;39,2;225,0;101;19,1;198,5;111;8,9;7,6;6;2,1;3;no
NY;137;area_code_510;no;no;0;109,8;120;18,7;230,5;86;19,6;255,8;103;11,5;11,9;6;3,2;1;no
OH;135;area_code_415;no;no;0;173,4;107;29,5;222,0;84;18,9;64,2;94;2,9;13,7;6;3,7;1;no
HI;134;area_code_415;no;yes;38;214,4;93;36,5;211,7;57;18,0;165,0;79;7,4;10,0;8;2,7;1;no
DC;45;area_code_415;no;no;0;96,1;103;16,3;246,8;134;21,0;229,7;92;10,3;9,7;4;2,6;1;no
TN;129;area_code_408;no;no;0;101,4;145;17,2;249,1;116;21,2;157,6;107;7,1;7,1;6;1,9;1;no
VT;142;area_code_415;no;no;0;232,5;74;39,5;181,8;142;15,5;203,1;86;9,1;10,4;6;2,8;4;no
MD;130;area_code_415;no;yes;45;174,5;120;29,7;217,5;95;18,5;220,3;67;9,9;12,2;2;3,3;1;no
HI;105;area_code_415;no;no;0;211,1;99;35,9;176,7;66;15,0;221,5;96;10,0;14,7;7;4,0;4;no
FL;119;area_code_415;no;no;0;109,2;96;18,6;153,1;80;13,0;240,0;102;10,8;9,8;5;2,7;2;no
WY;78;area_code_408;no;no;0;220,0;95;37,4;179,9;121;15,3;188,2;109;8,5;11,5;5;3,1;0;no
NE;92;area_code_415;no;no;0;181,4;98;30,8;164,5;98;14,0;171,0;110;7,7;10,9;4;2,9;2;no
WY;146;area_code_415;no;yes;11;180,7;82;30,7;173,7;90;14,8;231,5;89;10,4;10,1;4;2,7;2;no
OR;125;area_code_408;no;yes;32;96,5;109;16,4;145,8;109;12,4;174,4;82;7,9;9,4;2;2,5;1;no
IN;88;area_code_415;no;no;0;183,5;93;31,2;170,5;80;14,5;193,8;88;8,7;8,3;5;2,2;3;no
MD;83;area_code_408;no;yes;38;107,9;90;18,3;140,4;94;11,9;253,6;79;11,4;10,5;2;2,8;0;no
TN;3;area_code_510;yes;no;0;161,0;96;27,4;244,9;82;20,8;180,8;103;8,1;7,7;6;2,1;1;no
WA;48;area_code_510;no;no;0;149,2;146;25,4;161,9;109;13,8;197,9;109;8,9;8,3;2;2,2;3;no
MS;189;area_code_415;no;no;0;227,8;124;38,7;169,5;112;14,4;201,1;91;9,1;5,6;4;1,5;3;no
IN;129;area_code_415;no;no;0;137,8;120;23,4;225,8;110;19,2;145,2;95;6,5;10,2;6;2,8;1;yes
CO;66;area_code_408;no;yes;40;141,7;87;24,1;268,3;89;22,8;241,3;68;10,9;8,5;7;2,3;0;no
TX;80;area_code_510;no;yes;22;196,4;115;33,4;150,3;109;12,8;176,2;75;7,9;9,3;1;2,5;0;no
WV;84;area_code_408;no;no;0;146,8;133;25,0;171,7;73;14,6;234,5;69;10,6;9,9;3;2,7;1;no
MA;96;area_code_415;no;no;0;173,9;111;29,6;287,4;105;24,4;204,8;91;9,2;9,1;7;2,5;1;no
TN;123;area_code_415;no;yes;34;305,2;80;51,9;156,5;109;13,3;280,0;81;12,6;13,2;7;3,6;1;no
DE;105;area_code_415;yes;no;0;150,0;106;25,5;293,8;123;25,0;250,7;65;11,3;10,3;7;2,8;3;no
VA;80;area_code_415;no;no;0;197,5;114;33,6;206,9;119;17,6;163,6;109;7,4;11,3;4;3,1;1;no
MT;157;area_code_408;no;no;0;240,2;67;40,8;153,0;98;13,0;249,0;72;11,2;10,2;6;2,8;2;no
ID;67;area_code_510;no;yes;30;186,2;117;31,7;286,7;76;24,4;164,3;113;7,4;12,9;3;3,5;2;no
IN;141;area_code_415;no;yes;39;116,9;127;19,9;276,5;88;23,5;289,9;125;13,1;12,3;2;3,3;0;no
MD;79;area_code_415;no;yes;17;236,7;95;40,2;263,5;56;22,4;259,6;107;11,7;12,0;4;3,2;1;no
MS;76;area_code_408;no;no;0;173,2;93;29,4;131,2;80;11,2;170,9;104;7,7;5,4;3;1,5;0;no
OH;94;area_code_415;no;no;0;181,3;135;30,8;182,4;108;15,5;180,6;103;8,1;6,7;2;1,8;0;no
RI;143;area_code_408;no;no;0;167,8;72;28,5;211,0;99;17,9;153,5;109;6,9;10,5;6;2,8;4;yes
AZ;138;area_code_415;no;no;0;87,6;112;14,9;266,9;107;22,7;214,6;104;9,7;9,8;10;2,7;2;no
SC;73;area_code_415;no;no;0;203,3;45;34,6;141,9;87;12,1;200,7;71;9,0;8,5;6;2,3;0;no
KY;21;area_code_415;no;no;0;92,6;95;15,7;161,9;70;13,8;285,0;78;12,8;11,3;3;3,1;5;yes
AL;148;area_code_415;no;yes;21;262,9;135;44,7;149,5;96;12,7;140,5;109;6,3;8,1;4;2,2;1;no
MT;143;area_code_408;no;yes;22;141,8;116;24,1;167,3;99;14,2;178,1;130;8,0;7,8;3;2,1;1;no
MN;79;area_code_408;no;yes;32;50,6;62;8,6;201,4;87;17,1;146,8;121;6,6;4,2;4;1,1;2;no
NV;89;area_code_415;no;no;0;134,9;59;22,9;156,0;152;13,3;197,5;112;8,9;10,2;5;2,8;1;no
CA;120;area_code_415;no;no;0;252,1;110;42,9;226,1;103;19,2;155,6;83;7,0;13,8;3;3,7;1;no
UT;121;area_code_415;no;yes;41;215,5;95;36,6;241,8;92;20,6;147,0;108;6,6;9,6;3;2,6;1;no
IL;101;area_code_415;no;no;0;124,8;66;21,2;257,2;85;21,9;193,2;115;8,7;13,4;4;3,6;0;no
IN;168;area_code_415;no;no;0;183,2;131;31,1;179,2;73;15,2;292,8;100;13,2;9,9;5;2,7;2;no
VT;138;area_code_415;no;no;0;230,1;107;39,1;212,0;120;18,0;174,9;119;7,9;13,2;4;3,6;1;no
VT;43;area_code_408;no;no;0;135,8;125;23,1;163,2;88;13,9;229,8;106;10,3;12,6;3;3,4;0;no
UT;117;area_code_510;no;yes;20;205,7;98;35,0;136,1;107;11,6;159,4;147;7,2;8,7;3;2,4;2;no
KY;108;area_code_408;no;no;0;73,8;105;12,6;143,4;114;12,2;170,2;98;7,7;10,9;3;2,9;2;no
VA;118;area_code_408;no;no;0;189,3;119;32,2;233,5;112;19,9;270,9;104;12,2;10,0;1;2,7;2;no
OH;169;area_code_408;no;no;0;147,2;115;25,0;161,9;123;13,8;142,1;103;6,4;7,2;6;1,9;3;no
AZ;62;area_code_408;no;yes;42;137,3;95;23,3;184,2;94;15,7;231,4;70;10,4;10,2;3;2,8;0;no
NY;86;area_code_510;no;no;0;70,7;125;12,0;211,0;113;17,9;174,6;107;7,9;0,0;0;0,0;2;no
VA;44;area_code_408;no;no;0;204,6;117;34,8;205,2;94;17,4;164,6;84;7,4;10,7;5;2,9;0;no
MD;111;area_code_510;no;no;0;123,1;88;20,9;213,9;84;18,2;184,9;88;8,3;12,0;2;3,2;5;yes
MA;127;area_code_510;no;yes;19;129,7;115;22,1;160,8;101;13,7;265,0;63;11,9;12,2;3;3,3;2;no
IL;151;area_code_415;yes;no;0;198,7;70;33,8;209,5;106;17,8;281,9;126;12,7;12,4;4;3,4;0;no
LA;53;area_code_415;no;no;0;145,1;116;24,7;233,7;82;19,9;208,7;95;9,4;7,9;5;2,1;2;no
MO;15;area_code_415;no;no;0;135,2;101;23,0;152,5;79;13,0;224,8;83;10,1;8,4;5;2,3;2;no
DC;123;area_code_408;no;yes;28;124,7;105;21,2;250,4;78;21,3;216,4;128;9,7;7,8;8;2,1;1;no
PA;137;area_code_415;no;no;0;215,9;76;36,7;145,4;118;12,4;186,9;129;8,4;12,1;4;3,3;1;no
TN;106;area_code_415;no;no;0;119,2;142;20,3;228,4;139;19,4;197,9;61;8,9;8,4;9;2,3;2;no
NJ;88;area_code_510;no;no;0;144,3;116;24,5;156,4;74;13,3;214,7;90;9,7;7,8;10;2,1;3;no
VA;106;area_code_415;no;no;0;235,2;121;40,0;220,6;87;18,8;236,3;91;10,6;11,8;4;3,2;1;no
TN;95;area_code_510;no;no;0;174,0;57;29,6;281,1;118;23,9;197,2;94;8,9;9,7;2;2,6;0;no
NJ;57;area_code_510;yes;no;0;115,0;65;19,6;122,3;96;10,4;245,0;75;11,0;6,4;1;1,7;0;yes
WA;184;area_code_408;no;no;0;151,7;93;25,8;178,5;77;15,2;229,1;111;10,3;13,1;8;3,5;2;no
WI;127;area_code_415;no;no;0;218,6;93;37,2;149,9;130;12,7;204,6;131;9,2;9,2;5;2,5;2;no
ME;174;area_code_415;no;no;0;190,3;98;32,4;252,7;70;21,5;220,6;97;9,9;7,2;9;1,9;2;no
CO;92;area_code_415;no;no;0;184,7;60;31,4;262,0;73;22,3;239,5;120;10,8;12,3;6;3,3;2;yes
CO;81;area_code_408;no;no;0;115,3;99;19,6;224,7;117;19,1;152,5;98;6,9;18,0;2;4,9;1;no
RI;125;area_code_408;no;no;0;113,0;108;19,2;169,2;107;14,4;156,6;61;7,1;9,2;5;2,5;2;yes
CT;119;area_code_408;no;no;0;294,2;100;50,0;232,5;53;19,8;195,0;64;8,8;9,0;1;2,4;0;yes
NC;122;area_code_415;no;no;0;215,6;86;36,7;167,8;59;14,3;207,0;67;9,3;6,4;8;1,7;3;no
WY;34;area_code_408;no;no;0;128,8;80;21,9;208,7;93;17,7;202,1;103;9,1;14,0;7;3,8;1;no
OR;138;area_code_415;yes;yes;28;211,2;117;35,9;312,5;98;26,6;178,0;118;8,0;10,7;2;2,9;3;yes
FL;90;area_code_415;no;yes;24;71,2;82;12,1;181,6;103;15,4;186,9;111;8,4;12,9;1;3,5;1;no
KY;73;area_code_408;no;no;0;94,9;121;16,1;253,2;83;21,5;175,1;86;7,9;14,2;2;3,8;2;no
SC;19;area_code_510;no;no;0;259,4;116;44,1;269,7;109;22,9;175,3;130;7,9;9,5;3;2,6;1;yes
WA;120;area_code_408;no;yes;28;215,8;123;36,7;285,2;76;24,2;192,1;78;8,6;6,9;3;1,9;1;no
MT;160;area_code_415;no;no;0;97,5;113;16,6;268,1;69;22,8;255,3;62;11,5;13,2;4;3,6;3;no
PA;141;area_code_510;no;no;0;146,5;121;24,9;169,9;125;14,4;238,8;112;10,8;8,2;5;2,2;0;no
MA;90;area_code_408;no;no;0;157,9;72;26,8;234,0;93;19,9;210,0;86;9,5;12,2;5;3,3;2;no
VT;72;area_code_415;no;no;0;139,9;117;23,8;223,6;96;19,0;240,8;93;10,8;12,7;4;3,4;2;no
MN;117;area_code_408;no;yes;21;153,2;112;26,0;263,3;110;22,4;135,0;85;6,1;11,9;7;3,2;1;no
AR;87;area_code_408;no;no;0;185,8;119;31,6;192,3;83;16,4;200,0;96;9,0;6,6;4;1,8;1;no
NC;190;area_code_408;no;no;0;182,2;101;31,0;212,3;95;18,1;233,0;123;10,5;9,3;4;2,5;2;no
TN;120;area_code_415;no;no;0;185,7;133;31,6;235,1;149;20,0;256,4;78;11,5;16,9;6;4,6;0;no
DC;115;area_code_510;no;yes;29;222,6;81;37,8;190,3;109;16,2;201,2;87;9,1;11,5;2;3,1;1;no
MN;61;area_code_415;no;no;0;197,3;67;33,5;264,5;106;22,5;210,5;116;9,5;9,0;6;2,4;1;no
IA;143;area_code_510;no;yes;33;141,4;130;24,0;186,4;114;15,8;210,0;111;9,5;7,7;6;2,1;1;no
KS;110;area_code_510;no;no;0;208,0;69;35,4;95,1;94;8,1;178,5;129;8,0;8,0;11;2,2;1;no
ND;104;area_code_415;no;no;0;118,5;92;20,2;177,8;109;15,1;255,7;98;11,5;12,1;4;3,3;1;no
MT;16;area_code_510;no;no;0;153,2;65;26,0;229,7;90;19,5;148,2;94;6,7;10,7;8;2,9;1;no
IL;183;area_code_510;no;no;0;108,3;87;18,4;183,6;116;15,6;176,6;109;8,0;13,5;2;3,7;0;no
KY;58;area_code_415;no;no;0;247,2;116;42,0;303,7;103;25,8;105,4;94;4,7;9,3;2;2,5;2;yes
MS;102;area_code_510;yes;no;0;224,2;81;38,1;243,3;90;20,7;147,8;66;6,7;12,0;8;3,2;3;no
IA;64;area_code_415;no;yes;43;118,4;100;20,1;144,1;108;12,3;158,1;91;7,1;8,5;6;2,3;1;no
AK;103;area_code_510;no;no;0;190,9;62;32,5;226,6;53;19,3;230,1;96;10,4;7,8;3;2,1;2;no
MN;152;area_code_415;no;no;0;317,8;60;54,0;152,9;100;13,0;123,4;63;5,6;10,4;7;2,8;1;yes
WV;124;area_code_415;no;no;0;312,0;112;53,0;180,0;109;15,3;168,6;94;7,6;12,8;4;3,5;1;yes
MS;131;area_code_415;no;no;0;131,6;95;22,4;179,3;109;15,2;251,2;129;11,3;15,5;3;4,2;1;yes
ME;57;area_code_415;no;yes;33;193,4;105;32,9;231,6;79;19,7;226,2;90;10,2;11,1;11;3,0;2;no
MN;157;area_code_510;no;no;0;185,1;92;31,5;213,0;85;18,1;196,1;85;8,8;8,5;5;2,3;2;no
GA;194;area_code_510;no;no;0;193,3;106;32,9;169,0;150;14,4;225,2;122;10,1;11,8;4;3,2;0;no
DC;66;area_code_415;no;no;0;146,4;107;24,9;196,5;99;16,7;230,1;106;10,4;7,8;2;2,1;1;no
GA;155;area_code_510;no;no;0;71,2;90;12,1;304,4;119;25,9;183,3;103;8,3;8,6;4;2,3;0;no
OK;116;area_code_510;no;no;0;205,0;90;34,9;140,9;114;12,0;272,6;96;12,3;7,5;4;2,0;2;no
GA;64;area_code_510;no;no;0;216,9;78;36,9;211,0;115;17,9;179,8;116;8,1;11,4;5;3,1;3;no
NJ;96;area_code_510;no;no;0;150,0;122;25,5;218,5;116;18,6;212,4;89;9,6;9,8;1;2,7;3;no
MN;53;area_code_415;no;no;0;164,1;106;27,9;206,0;56;17,5;194,7;124;8,8;11,4;2;3,1;1;no
ME;105;area_code_510;no;no;0;212,0;113;36,0;226,6;128;19,3;193,6;114;8,7;8,9;7;2,4;3;no
MI;53;area_code_510;no;yes;37;167,3;99;28,4;194,7;99;16,6;236,7;112;10,7;12,0;9;3,2;2;no
MT;101;area_code_415;no;no;0;154,4;130;26,3;217,2;101;18,5;185,4;52;8,3;13,9;4;3,8;1;no
NE;129;area_code_510;no;yes;30;177,3;95;30,1;211,8;102;18,0;240,2;108;10,8;9,3;7;2,5;3;no
ND;122;area_code_408;no;no;0;231,2;141;39,3;267,8;136;22,8;240,3;100;10,8;8,8;5;2,4;1;yes
VA;163;area_code_415;no;no;0;202,9;100;34,5;178,6;46;15,2;203,8;116;9,2;12,8;3;3,5;5;no
VT;93;area_code_408;no;no;0;149,6;120;25,4;200,7;85;17,1;181,2;107;8,2;14,3;9;3,9;0;no
OH;115;area_code_510;yes;no;0;345,3;81;58,7;203,4;106;17,3;217,5;107;9,8;11,8;8;3,2;1;yes
AL;25;area_code_408;no;no;0;264,9;80;45,0;281,2;66;23,9;166,1;80;7,5;8,4;4;2,3;1;yes
DC;73;area_code_408;no;no;0;122,0;92;20,7;138,3;114;11,8;224,2;128;10,1;5,8;5;1,6;1;no
ND;120;area_code_415;no;no;0;177,2;88;30,1;270,4;99;23,0;231,5;90;10,4;14,0;2;3,8;2;no
TN;196;area_code_415;no;no;0;133,1;80;22,6;206,5;120;17,6;221,6;96;10,0;10,3;8;2,8;1;no
DE;97;area_code_510;no;no;0;225,1;90;38,3;279,5;127;23,8;233,8;103;10,5;8,8;4;2,4;0;yes
NY;148;area_code_408;no;no;0;208,4;120;35,4;174,4;99;14,8;310,7;105;14,0;11,2;4;3,0;1;no
AL;85;area_code_408;no;yes;30;173,1;107;29,4;247,2;101;21,0;158,7;104;7,1;11,5;5;3,1;1;no
OK;86;area_code_510;yes;no;0;162,4;131;27,6;167,0;102;14,2;128,9;118;5,8;11,4;2;3,1;2;yes
NE;147;area_code_415;no;yes;38;243,4;126;41,4;273,8;109;23,3;282,9;91;12,7;14,1;8;3,8;2;no
IL;91;area_code_415;no;no;0;189,3;100;32,2;239,3;107;20,3;89,7;89;4,0;9,9;3;2,7;3;no
IN;81;area_code_408;no;yes;46;168,3;124;28,6;270,9;103;23,0;222,5;98;10,0;6,7;2;1,8;4;no
UT;116;area_code_415;no;yes;24;232,9;90;39,6;152,1;94;12,9;344,3;82;15,5;10,7;6;2,9;1;no
LA;69;area_code_415;no;yes;37;155,0;98;26,4;142,4;105;12,1;143,7;117;6,5;5,9;4;1,6;1;no
ID;135;area_code_510;no;no;0;154,4;130;26,3;203,8;90;17,3;158,7;59;7,1;11,8;3;3,2;0;no
KY;73;area_code_510;no;no;0;234,7;102;39,9;195,7;110;16,6;253,4;71;11,4;8,4;8;2,3;2;no
NH;125;area_code_415;yes;no;0;298,4;78;50,7;270,5;142;23,0;107,3;84;4,8;12,2;2;3,3;0;yes
